x y z
-0.59 -0.78 -0.05
-0.45 -0.68 0.19
-1.02 -0.40 -0.04
-1.00 -1.16 0.10
-0.82 -0.60 0.23
-0.65 -0.43 0.21
-1.04 -0.47 0.06
-1.10 -0.85 0.02
-0.74 -0.52 0.27
-0.69 -0.45 0.22
-1.07 -0.47 0.14
-1.11 -0.46 0.07
-0.74 -0.55 0.02
-0.79 -0.54 -0.02
-1.05 -0.74 0.16
-1.04 -0.48 0.19
-0.77 -0.30 0.07
-0.82 -0.26 0.03
-1.10 -0.69 0.11
-1.01 -0.62 0.21
-0.72 -0.40 0.20
-0.80 -0.45 0.22
-1.12 -0.59 0.21
-1.03 -0.55 0.07
-0.78 -0.27 0.05
-0.86 -0.33 0.10
-1.11 -0.59 0.14
-0.92 -0.64 0.04
-0.71 -0.50 0.04
-0.85 -0.58 0.06
-1.12 -0.61 0.10
-0.92 -0.46 0.19
-0.71 -0.32 0.22
-0.93 -0.55 0.18
-1.13 -0.68 0.15
-0.91 -0.46 0.11
-0.74 -0.29 0.11
-0.92 -0.58 0.13
-1.11 -0.71 0.16
-0.88 -0.52 0.05
-0.75 -0.32 0.09
-0.95 -0.70 0.13
-1.10 -0.67 0.14
-0.81 -0.50 0.06
-0.75 -0.32 0.12
-0.97 -0.75 0.13
-1.09 -0.64 0.11
-0.78 -0.49 0.08
-0.77 -0.33 0.14
-1.00 -0.77 0.14
-1.04 -0.60 0.06
-0.76 -0.44 0.12
-0.81 -0.37 0.15
-1.01 -0.72 0.16
-1.00 -0.58 0.02
-0.78 -0.39 0.12
-0.85 -0.36 0.12
-1.03 -0.60 0.16
-0.91 -0.61 0.02
-0.79 -0.42 0.05
-0.90 -0.57 0.08
-1.07 -0.54 0.12
-0.87 -0.48 0.19
-0.75 -0.33 0.24
-0.94 -0.46 0.16
-1.04 -0.55 0.12
-0.84 -0.50 0.08
-0.76 -0.56 0.05
-0.92 -0.63 0.10
-0.96 -0.55 0.17
-0.83 -0.37 0.10
-0.81 -0.48 0.03
-0.95 -0.71 0.07
-0.91 -0.60 0.16
-0.77 -0.39 0.07
-0.82 -0.62 0.05
-0.91 -0.79 0.07
-0.82 -0.55 0.13
-0.75 -0.50 0.00
-0.76 -0.83 0.11
-0.82 -0.68 0.06
-0.78 -0.57 0.06
-0.68 -0.81 0.06
-0.68 -0.68 0.10
-0.83 -0.50 0.08
-0.81 -0.84 0.07
-0.74 -0.62 0.14
-0.81 -0.45 0.11
-0.93 -0.67 0.10
-0.88 -0.69 0.10
-0.75 -0.48 0.17
-0.87 -0.38 0.13
-0.96 -0.60 0.10
-0.88 -0.59 0.11
-0.74 -0.57 0.16
-0.89 -0.45 0.19
-0.99 -0.52 0.11
-0.89 -0.42 0.06
-0.81 -0.48 0.04
-0.93 -0.58 0.09
-0.97 -0.54 0.14
-0.84 -0.40 0.17
-0.85 -0.32 0.15
-0.96 -0.49 0.11
-0.96 -0.52 0.09
-0.82 -0.55 0.08
-0.83 -0.54 0.09
-0.94 -0.55 0.14
-0.93 -0.49 0.16
-0.84 -0.34 0.17
-0.88 -0.42 0.14
-0.98 -0.50 0.12
-0.92 -0.51 0.08
-0.84 -0.44 0.04
-0.89 -0.48 0.07
-0.95 -0.55 0.12
-0.87 -0.53 0.14
-0.78 -0.55 0.15
-0.88 -0.56 0.15
-0.94 -0.55 0.14
-0.86 -0.46 0.16
-0.80 -0.49 0.16
-0.88 -0.62 0.14
-0.90 -0.61 0.12
-0.79 -0.54 0.13
-0.75 -0.65 0.13
-0.80 -0.74 0.11
-0.79 -0.63 0.08
-0.69 -0.71 0.08
-0.68 -0.74 0.06
-0.77 -0.62 0.07
-0.78 -0.70 0.07
-0.76 -0.67 0.05
-0.77 -0.57 0.06
-0.86 -0.56 0.10
-0.87 -0.63 0.08
-0.82 -0.55 0.06
-0.83 -0.50 0.08
-0.91 -0.52 0.10
-0.88 -0.56 0.12
-0.80 -0.56 0.12
-0.84 -0.55 0.13
-0.92 -0.55 0.15
-0.90 -0.47 0.17
-0.83 -0.42 0.18
-0.88 -0.44 0.18
-0.95 -0.50 0.14
-0.91 -0.46 0.09
-0.85 -0.42 0.07
-0.90 -0.50 0.09
-0.94 -0.54 0.13
-0.86 -0.53 0.17
-0.82 -0.45 0.20
-0.90 -0.47 0.18
-0.94 -0.47 0.13
-0.87 -0.45 0.08
-0.85 -0.52 0.07
-0.91 -0.58 0.12
-0.90 -0.53 0.16
-0.84 -0.39 0.15
-0.86 -0.42 0.10
-0.92 -0.56 0.10
-0.89 -0.60 0.15
-0.81 -0.48 0.18
-0.85 -0.41 0.15
-0.92 -0.51 0.11
-0.88 -0.59 0.11
-0.79 -0.58 0.15
-0.84 -0.48 0.17
-0.92 -0.49 0.13
-0.87 -0.51 0.08
-0.80 -0.60 0.09
-0.82 -0.59 0.14
-0.88 -0.50 0.15
-0.86 -0.48 0.07
-0.81 -0.58 0.06
-0.83 -0.65 0.12
-0.86 -0.51 0.14
-0.84 -0.48 0.07
-0.81 -0.60 0.07
-0.82 -0.67 0.11
-0.86 -0.50 0.13
-0.84 -0.49 0.06
-0.83 -0.60 0.07
-0.84 -0.63 0.11
-0.86 -0.49 0.14
-0.86 -0.46 0.06
-0.85 -0.57 0.07
-0.86 -0.61 0.11
-0.86 -0.51 0.15
-0.87 -0.41 0.10
-0.87 -0.50 0.07
-0.89 -0.57 0.10
-0.86 -0.56 0.14
-0.86 -0.44 0.16
-0.88 -0.42 0.13
-0.90 -0.46 0.09
-0.88 -0.53 0.08
-0.86 -0.55 0.12
-0.87 -0.51 0.15
-0.89 -0.47 0.15
-0.90 -0.41 0.13
-0.89 -0.41 0.10
-0.90 -0.45 0.09
-0.90 -0.51 0.09
-0.87 -0.53 0.11
-0.85 -0.53 0.13
-0.88 -0.52 0.14
-0.89 -0.48 0.15
-0.88 -0.45 0.15
-0.87 -0.45 0.14
-0.90 -0.49 0.13
-0.90 -0.50 0.10
-0.88 -0.47 0.09
-0.87 -0.47 0.09
-0.89 -0.51 0.09
-0.88 -0.53 0.08
-0.85 -0.51 0.07
-0.86 -0.50 0.08
-0.88 -0.52 0.10
-0.85 -0.54 0.11
-0.83 -0.55 0.11
-0.85 -0.54 0.11
-0.87 -0.53 0.13
-0.84 -0.52 0.15
-0.82 -0.55 0.15
-0.85 -0.57 0.13
-0.86 -0.56 0.12
-0.82 -0.54 0.13
-0.80 -0.59 0.14
-0.83 -0.61 0.12
-0.82 -0.58 0.12
-0.79 -0.58 0.13
-0.78 -0.63 0.12
-0.81 -0.62 0.11
-0.80 -0.59 0.12
-0.78 -0.60 0.12
-0.78 -0.62 0.11
-0.82 -0.58 0.11
-0.81 -0.57 0.12
-0.80 -0.58 0.12
-0.81 -0.58 0.12
-0.84 -0.55 0.12
-0.83 -0.53 0.14
-0.82 -0.55 0.14
-0.84 -0.55 0.14
-0.86 -0.53 0.13
-0.86 -0.49 0.15
-0.84 -0.50 0.16
-0.86 -0.52 0.15
-0.88 -0.52 0.14
-0.87 -0.47 0.13
-0.86 -0.45 0.14
-0.88 -0.48 0.13
-0.88 -0.50 0.13
-0.87 -0.50 0.11
-0.86 -0.49 0.11
-0.88 -0.50 0.13
-0.88 -0.48 0.16
-0.86 -0.46 0.16
-0.87 -0.45 0.16
-0.89 -0.46 0.14
-0.88 -0.49 0.12
-0.86 -0.52 0.11
-0.86 -0.53 0.13
-0.87 -0.50 0.14
-0.86 -0.46 0.13
-0.86 -0.47 0.11
-0.87 -0.54 0.11
-0.86 -0.55 0.13
-0.84 -0.50 0.15
-0.85 -0.47 0.13
-0.86 -0.54 0.11
-0.85 -0.59 0.13
-0.82 -0.53 0.15
-0.84 -0.49 0.13
-0.86 -0.56 0.11
-0.84 -0.60 0.12
-0.81 -0.55 0.14
-0.83 -0.50 0.13
-0.86 -0.56 0.11
-0.83 -0.60 0.12
-0.80 -0.55 0.14
-0.84 -0.51 0.13
-0.86 -0.56 0.11
-0.83 -0.59 0.12
-0.80 -0.55 0.14
-0.84 -0.51 0.14
-0.86 -0.55 0.10
-0.83 -0.57 0.11
-0.80 -0.56 0.13
-0.84 -0.52 0.13
-0.86 -0.53 0.10
-0.83 -0.56 0.10
-0.81 -0.57 0.11
-0.85 -0.53 0.12
-0.86 -0.51 0.10
-0.84 -0.52 0.08
-0.83 -0.56 0.08
-0.86 -0.54 0.11
-0.87 -0.50 0.10
-0.85 -0.48 0.08
-0.86 -0.53 0.08
-0.88 -0.54 0.11
-0.87 -0.48 0.12
-0.86 -0.44 0.10
-0.88 -0.48 0.10
-0.89 -0.51 0.12
-0.87 -0.49 0.14
-0.86 -0.46 0.15
-0.88 -0.46 0.14
-0.89 -0.48 0.12
-0.87 -0.49 0.09
-0.87 -0.49 0.09
-0.89 -0.49 0.11
-0.90 -0.46 0.13
-0.88 -0.43 0.14
-0.87 -0.43 0.14
-0.89 -0.47 0.13
-0.89 -0.50 0.11
-0.87 -0.49 0.09
-0.88 -0.48 0.09
-0.89 -0.47 0.12
-0.87 -0.47 0.14
-0.85 -0.48 0.15
-0.86 -0.52 0.14
-0.89 -0.52 0.11
-0.87 -0.46 0.11
-0.85 -0.45 0.13
-0.87 -0.51 0.13
-0.88 -0.55 0.11
-0.86 -0.51 0.09
-0.85 -0.47 0.09
-0.86 -0.50 0.12
-0.86 -0.56 0.11
-0.84 -0.54 0.08
-0.85 -0.49 0.08
-0.86 -0.50 0.11
-0.84 -0.55 0.12
-0.82 -0.56 0.10
-0.85 -0.52 0.09
-0.86 -0.50 0.11
-0.84 -0.53 0.14
-0.82 -0.56 0.12
-0.85 -0.55 0.11
-0.87 -0.51 0.12
-0.85 -0.49 0.14
-0.82 -0.53 0.15
-0.85 -0.56 0.13
-0.88 -0.53 0.12
-0.86 -0.47 0.13
-0.84 -0.48 0.15
-0.86 -0.54 0.14
-0.88 -0.54 0.11
-0.86 -0.48 0.11
-0.86 -0.45 0.13
-0.87 -0.50 0.14
-0.87 -0.53 0.12
-0.86 -0.51 0.10
-0.87 -0.48 0.11
-0.89 -0.47 0.13
-0.87 -0.48 0.16
-0.85 -0.48 0.16
-0.87 -0.50 0.15
-0.89 -0.50 0.13
-0.88 -0.46 0.12
-0.87 -0.44 0.11
-0.89 -0.46 0.13
-0.88 -0.49 0.15
-0.86 -0.49 0.16
-0.85 -0.49 0.16
-0.88 -0.49 0.14
-0.88 -0.49 0.12
-0.86 -0.48 0.10
-0.87 -0.49 0.10
-0.88 -0.51 0.12
-0.88 -0.48 0.14
-0.86 -0.45 0.13
-0.87 -0.47 0.13
-0.88 -0.51 0.13
-0.86 -0.52 0.15
-0.84 -0.49 0.15
-0.86 -0.49 0.14
-0.88 -0.52 0.13
-0.85 -0.53 0.12
-0.84 -0.54 0.12
-0.85 -0.52 0.12
-0.86 -0.51 0.11
-0.85 -0.51 0.10
-0.84 -0.54 0.09
-0.85 -0.55 0.11
-0.85 -0.52 0.11
-0.84 -0.51 0.09
-0.84 -0.55 0.09
-0.85 -0.56 0.10
-0.85 -0.52 0.10
-0.85 -0.51 0.09
-0.85 -0.54 0.09
-0.86 -0.54 0.11
-0.85 -0.51 0.11
-0.86 -0.48 0.11
-0.87 -0.50 0.11
-0.87 -0.52 0.12
-0.86 -0.49 0.13
-0.86 -0.47 0.14
-0.88 -0.48 0.13
-0.88 -0.49 0.12
-0.86 -0.50 0.11
-0.86 -0.50 0.12
-0.88 -0.48 0.12
-0.89 -0.46 0.12
-0.88 -0.44 0.11
-0.88 -0.44 0.12
-0.89 -0.47 0.12
-0.87 -0.49 0.13
-0.86 -0.50 0.13
-0.87 -0.49 0.12
-0.88 -0.48 0.12
-0.88 -0.45 0.12
-0.87 -0.44 0.13
-0.87 -0.47 0.13
-0.88 -0.50 0.12
-0.87 -0.50 0.10
-0.87 -0.48 0.10
-0.87 -0.47 0.11
-0.86 -0.50 0.13
-0.85 -0.53 0.12
-0.85 -0.53 0.11
-0.86 -0.51 0.10
-0.86 -0.49 0.12
-0.84 -0.52 0.13
-0.84 -0.55 0.12
-0.85 -0.54 0.10
-0.85 -0.50 0.11
-0.83 -0.51 0.13
-0.83 -0.57 0.12
-0.84 -0.56 0.11
-0.84 -0.52 0.11
-0.83 -0.52 0.13
-0.83 -0.56 0.13
-0.84 -0.56 0.11
-0.85 -0.51 0.11
-0.84 -0.50 0.12
-0.84 -0.53 0.13
-0.85 -0.55 0.12
-0.85 -0.51 0.11
-0.86 -0.49 0.12
-0.86 -0.49 0.14
-0.85 -0.53 0.13
-0.86 -0.52 0.12
-0.87 -0.50 0.12
-0.87 -0.47 0.13
-0.86 -0.47 0.14
-0.86 -0.50 0.14
-0.87 -0.50 0.13
-0.87 -0.49 0.12
-0.88 -0.46 0.12
-0.88 -0.46 0.13
-0.88 -0.46 0.14
-0.87 -0.48 0.15
-0.87 -0.49 0.14
-0.87 -0.49 0.14
-0.87 -0.49 0.13
-0.88 -0.47 0.12
-0.87 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.48 0.14
-0.87 -0.48 0.14
-0.87 -0.48 0.14
-0.86 -0.49 0.14
-0.86 -0.50 0.14
-0.86 -0.51 0.13
-0.85 -0.51 0.13
-0.86 -0.51 0.12
-0.85 -0.51 0.11
-0.85 -0.51 0.11
-0.85 -0.52 0.11
-0.85 -0.52 0.11
-0.85 -0.52 0.11
-0.85 -0.52 0.10
-0.85 -0.53 0.11
-0.85 -0.53 0.11
-0.85 -0.52 0.11
-0.85 -0.53 0.11
-0.85 -0.53 0.12
-0.85 -0.53 0.12
-0.85 -0.52 0.11
-0.86 -0.52 0.12
-0.86 -0.51 0.12
-0.85 -0.51 0.13
-0.86 -0.50 0.13
-0.86 -0.50 0.13
-0.86 -0.50 0.12
-0.86 -0.50 0.12
-0.86 -0.50 0.11
-0.87 -0.49 0.11
-0.87 -0.48 0.11
-0.88 -0.47 0.10
-0.88 -0.47 0.11
-0.88 -0.46 0.12
-0.88 -0.46 0.13
-0.88 -0.46 0.13
-0.87 -0.48 0.13
-0.88 -0.49 0.12
-0.88 -0.49 0.11
-0.88 -0.47 0.11
-0.88 -0.46 0.11
-0.88 -0.45 0.12
-0.87 -0.46 0.13
-0.87 -0.49 0.13
-0.87 -0.50 0.12
-0.87 -0.49 0.10
-0.87 -0.47 0.11
-0.87 -0.47 0.12
-0.86 -0.49 0.13
-0.86 -0.52 0.12
-0.86 -0.51 0.11
-0.87 -0.49 0.11
-0.86 -0.48 0.12
-0.85 -0.51 0.13
-0.85 -0.54 0.12
-0.86 -0.52 0.10
-0.86 -0.49 0.11
-0.85 -0.50 0.13
-0.85 -0.53 0.13
-0.85 -0.54 0.11
-0.86 -0.50 0.10
-0.86 -0.49 0.12
-0.85 -0.51 0.13
-0.85 -0.53 0.12
-0.86 -0.52 0.11
-0.86 -0.49 0.12
-0.86 -0.48 0.13
-0.86 -0.49 0.14
-0.86 -0.52 0.13
-0.87 -0.51 0.12
-0.87 -0.47 0.12
-0.87 -0.46 0.13
-0.87 -0.47 0.14
-0.87 -0.50 0.14
-0.87 -0.50 0.12
-0.87 -0.49 0.12
-0.88 -0.47 0.12
-0.88 -0.46 0.14
-0.87 -0.47 0.14
-0.87 -0.48 0.15
-0.87 -0.49 0.14
-0.87 -0.49 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.46 0.13
-0.88 -0.47 0.14
-0.87 -0.47 0.15
-0.87 -0.48 0.15
-0.87 -0.49 0.14
-0.87 -0.49 0.13
-0.86 -0.50 0.12
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.49 0.13
-0.86 -0.49 0.14
-0.87 -0.49 0.13
-0.87 -0.49 0.14
-0.86 -0.51 0.13
-0.86 -0.51 0.12
-0.85 -0.51 0.13
-0.85 -0.51 0.13
-0.86 -0.50 0.11
-0.85 -0.51 0.11
-0.85 -0.51 0.11
-0.86 -0.52 0.11
-0.86 -0.50 0.11
-0.86 -0.50 0.11
-0.86 -0.50 0.10
-0.86 -0.50 0.11
-0.87 -0.49 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.49 0.12
-0.86 -0.49 0.13
-0.87 -0.49 0.13
-0.87 -0.48 0.12
-0.88 -0.48 0.12
-0.88 -0.48 0.11
-0.88 -0.47 0.11
-0.88 -0.47 0.12
-0.88 -0.46 0.13
-0.88 -0.46 0.13
-0.88 -0.46 0.13
-0.88 -0.48 0.13
-0.88 -0.48 0.12
-0.87 -0.48 0.11
-0.88 -0.47 0.11
-0.88 -0.46 0.12
-0.87 -0.47 0.13
-0.87 -0.49 0.13
-0.87 -0.50 0.12
-0.87 -0.49 0.11
-0.87 -0.47 0.11
-0.87 -0.47 0.12
-0.87 -0.49 0.13
-0.86 -0.51 0.12
-0.86 -0.50 0.11
-0.87 -0.49 0.11
-0.86 -0.49 0.12
-0.85 -0.51 0.13
-0.85 -0.52 0.12
-0.86 -0.51 0.11
-0.86 -0.49 0.12
-0.86 -0.49 0.13
-0.85 -0.50 0.14
-0.86 -0.52 0.13
-0.87 -0.51 0.12
-0.86 -0.48 0.12
-0.86 -0.48 0.13
-0.86 -0.50 0.13
-0.87 -0.51 0.12
-0.87 -0.50 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.49 0.14
-0.86 -0.50 0.14
-0.87 -0.50 0.13
-0.88 -0.48 0.13
-0.88 -0.46 0.13
-0.87 -0.46 0.14
-0.87 -0.47 0.14
-0.87 -0.48 0.13
-0.87 -0.49 0.13
-0.87 -0.49 0.12
-0.88 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.46 0.14
-0.87 -0.46 0.14
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.49 0.13
-0.87 -0.49 0.13
-0.87 -0.49 0.13
-0.87 -0.47 0.13
-0.87 -0.46 0.12
-0.87 -0.47 0.12
-0.87 -0.49 0.13
-0.87 -0.49 0.14
-0.86 -0.48 0.14
-0.86 -0.48 0.14
-0.86 -0.48 0.13
-0.86 -0.50 0.11
-0.86 -0.50 0.12
-0.86 -0.50 0.13
-0.87 -0.49 0.12
-0.86 -0.48 0.11
-0.86 -0.49 0.11
-0.86 -0.51 0.12
-0.86 -0.50 0.12
-0.86 -0.48 0.13
-0.86 -0.48 0.12
-0.87 -0.50 0.12
-0.86 -0.50 0.12
-0.86 -0.49 0.13
-0.86 -0.49 0.13
-0.87 -0.48 0.12
-0.87 -0.49 0.11
-0.87 -0.50 0.11
-0.87 -0.49 0.12
-0.87 -0.48 0.12
-0.87 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.12
-0.88 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.88 -0.46 0.12
-0.88 -0.46 0.11
-0.88 -0.46 0.12
-0.88 -0.47 0.12
-0.87 -0.48 0.13
-0.87 -0.49 0.13
-0.87 -0.49 0.12
-0.88 -0.48 0.12
-0.88 -0.46 0.12
-0.87 -0.46 0.13
-0.87 -0.48 0.13
-0.87 -0.49 0.12
-0.87 -0.49 0.11
-0.87 -0.48 0.11
-0.87 -0.48 0.12
-0.86 -0.49 0.12
-0.86 -0.51 0.12
-0.86 -0.51 0.12
-0.86 -0.50 0.12
-0.86 -0.49 0.13
-0.86 -0.49 0.14
-0.86 -0.50 0.14
-0.87 -0.50 0.13
-0.87 -0.49 0.12
-0.87 -0.47 0.12
-0.87 -0.48 0.13
-0.87 -0.49 0.13
-0.87 -0.50 0.12
-0.86 -0.49 0.12
-0.87 -0.49 0.12
-0.87 -0.48 0.13
-0.87 -0.48 0.14
-0.87 -0.48 0.14
-0.87 -0.48 0.14
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.46 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.14
-0.87 -0.49 0.14
-0.87 -0.48 0.14
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.46 0.12
-0.87 -0.47 0.12
-0.88 -0.48 0.13
-0.87 -0.48 0.14
-0.87 -0.48 0.14
-0.87 -0.48 0.14
-0.87 -0.48 0.13
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.87 -0.49 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.12
-0.87 -0.48 0.12
-0.87 -0.49 0.12
-0.87 -0.50 0.13
-0.86 -0.49 0.14
-0.86 -0.48 0.13
-0.87 -0.49 0.12
-0.86 -0.50 0.12
-0.86 -0.50 0.12
-0.86 -0.50 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.11
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.87 -0.47 0.13
-0.87 -0.46 0.13
-0.88 -0.47 0.12
-0.87 -0.48 0.12
-0.87 -0.49 0.12
-0.87 -0.48 0.12
-0.88 -0.47 0.13
-0.88 -0.46 0.12
-0.88 -0.45 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.88 -0.47 0.13
-0.88 -0.46 0.13
-0.87 -0.46 0.13
-0.87 -0.47 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.11
-0.87 -0.48 0.11
-0.87 -0.48 0.12
-0.87 -0.49 0.12
-0.86 -0.49 0.13
-0.86 -0.50 0.13
-0.87 -0.49 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.49 0.13
-0.87 -0.49 0.13
-0.87 -0.49 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.49 0.12
-0.87 -0.49 0.13
-0.86 -0.49 0.13
-0.87 -0.49 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.14
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.48 0.14
-0.87 -0.48 0.14
-0.87 -0.47 0.14
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.14
-0.87 -0.48 0.14
-0.87 -0.47 0.14
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.48 0.12
-0.87 -0.49 0.12
-0.87 -0.49 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.12
-0.87 -0.49 0.12
-0.87 -0.50 0.13
-0.86 -0.49 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.49 0.12
-0.87 -0.50 0.12
-0.86 -0.50 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.12
-0.87 -0.48 0.11
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.47 0.13
-0.88 -0.46 0.13
-0.88 -0.46 0.13
-0.88 -0.46 0.12
-0.88 -0.47 0.12
-0.88 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.47 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.87 -0.49 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.87 -0.49 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.14
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.14
-0.87 -0.47 0.14
-0.88 -0.46 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.12
-0.87 -0.49 0.13
-0.87 -0.49 0.13
-0.87 -0.48 0.14
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.48 0.12
-0.87 -0.49 0.12
-0.87 -0.49 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.12
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.87 -0.49 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.12
-0.87 -0.48 0.12
-0.87 -0.49 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.13
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.12
-0.88 -0.48 0.12
-0.88 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.12
-0.88 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.87 -0.47 0.12
-0.87 -0.48 0.12
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.49 0.13
-0.87 -0.49 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.14
-0.87 -0.48 0.14
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.14
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.14
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.49 0.12
-0.87 -0.49 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.49 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.88 -0.47 0.12
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.12
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.88 -0.48 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.49 0.13
-0.87 -0.49 0.13
